"Week
#","Start
Time","End
Time","Duration
Text",List,List ID,Task,Task ID,Department,Priority,Section,"Task
Category","Task
Type"
W03,9:59:39 AM,10:12:12 AM,0:12:33,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,10:12:12 AM,10:31:45 AM,0:19:33,👩🏻‍💻 In Business,901301162602,🖥 Zoom w/ Rashel,86adxp45d,6. Build the team,📌 Job Must,6.5. Vendor_Work,🙂 👌 Work,Manager
W03,10:31:45 AM,10:37:24 AM,0:05:39,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,10:37:24 AM,10:42:54 AM,0:05:30,👩🏻‍💻 In Business,901301162602,💬 Send SMS,86a51g8r7,4. Do deals,📌 Job Must,4.3. Market to prospects,☹️ 👌 Obligation,Work
W03,10:42:53 AM,10:52:32 AM,0:09:39,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,10:52:32 AM,11:02:01 AM,0:09:29,🌼 Survival Mode,901306296518,🍔 Eat,86a5m77df,9.01. Health & fitness,🌱 Routine,9.01.2. Eat healthy food,,
W03,11:02:01 AM,11:14:18 AM,0:12:17,🌈 Personal,901301650324,🆘 Help family and friends,86a5nekrz,9.08. Social,📌 Life Must,9.08.1. Help family and friends,,
W03,11:14:17 AM,11:14:19 AM,0:00:02,🚀 On Business,900601952633,✅ Manage tasks,,2. Gain traction,📌 Job Must,2.5. Manage tasks,🙂 👌 Work,Owner
W03,11:14:19 AM,11:15:04 AM,0:00:45,🚀 On Business,900601952633,✏️ Plan for things,86a27xgca,2. Gain traction,📌 Job Must,"2.1. Plan (Y, Q, M, W, D)",🙂 👌 Work,Owner
W03,11:15:04 AM,11:21:36 AM,0:06:32,👩🏻‍💻 In Business,901301162602,👩🏻‍💻 Work w/ RX,86a742axt,6. Build the team,📌 Job Must,6.6. Investor,🙂 👌 Work,Work
W03,11:21:36 AM,11:22:47 AM,0:01:11,👩🏻‍💻 In Business,901301162602,👩🏻‍💻 Work w/ Invelo,,5. Build processes,📌 Job Must,5.3. Set up softwares,🙂 👌 Work,Manager
W03,11:22:47 AM,11:34:07 AM,0:11:20,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,11:34:07 AM,11:46:07 AM,0:12:00,🌼 Survival Mode,901306296518,🍔 Eat,86a5m77df,9.01. Health & fitness,🌱 Routine,9.01.2. Eat healthy food,,
W03,11:46:30 AM,11:54:30 AM,0:08:00,🌈 Personal,901301650324,🧼 Do dishes,86a71bmpz,9.11. Quality of life,🌱 Routine,9.11.3. Clean up stuff,,
W03,11:54:07 AM,11:54:15 AM,0:00:08,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,11:54:15 AM,11:55:06 AM,0:00:51,🚀 On Business,900601952633,✅ Manage time tracked,86a68njak,2. Gain traction,📌 Job Must,2.6. Manage time,🙂 👌 Work,Owner
W03,11:55:06 AM,12:23:00 PM,0:27:54,🌼 Survival Mode,901306296518,🚶🏻‍♀️Walk,86a2h4h22,9.01. Health & fitness,🌱 Routine,9.01.3. Exercise,,
W03,12:23:00 PM,12:26:39 PM,0:03:39,🌈 Personal,901301650324,📓 Write journal,,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,12:26:39 PM,1:00:00 PM,0:33:21,🌼 Survival Mode,901306296518,💤 Nap,86a2gxhgk,9.01. Health & fitness,🌱 Routine,9.01.1. Sleep well,,
W03,1:00:00 AM,1:01:25 AM,0:01:25,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,1:01:25 AM,1:05:37 AM,0:04:12,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,1:05:37 AM,1:56:37 AM,0:51:00,👩🏻‍💻 In Business,901301162602,🏠 Pull prospects_Probate,,4. Do deals,📌 Job Must,4.1. Generate prospects,☹️ 👌 Obligation,Work
W03,1:56:37 AM,1:59:53 AM,0:03:16,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,1:59:00 AM,2:22:00 AM,0:23:00,🌈 Personal,901301650324,🚛 Move to a new house,86a5y1b0q,9.11. Quality of life,📌 Life Must,9.11.1. Manage stuff,,
W03,2:22:20 AM,2:24:56 AM,0:02:36,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,2:24:55 AM,2:25:54 AM,0:00:59,🚀 On Business,900601952633,📚 Read and learn,,6. Build the team,📌 Job Must,6.1. Self,😀 👍 Magic,Owner
W03,2:25:54 AM,2:32:54 AM,0:07:00,👩🏻‍💻 In Business,901301162602,🗃️ Work on bookkeeping,86a2fy00y,7. Fulfill fin and legal obligations,📌 Job Must,7.2. Handle bookkeeping,☹️ 👎 Incompetence,Admin
W03,2:32:54 AM,2:33:43 AM,0:00:49,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,2:33:43 AM,2:53:20 AM,0:19:37,🚀 On Business,900601952633,📚 Read and learn,,6. Build the team,📌 Job Must,6.1. Self,😀 👍 Magic,Owner
W03,2:53:19 AM,3:00:10 AM,0:06:51,🚀 On Business,900601952633,✏️ Plan for things,86a27xgca,2. Gain traction,📌 Job Must,"2.1. Plan (Y, Q, M, W, D)",🙂 👌 Work,Owner
W03,3:00:09 AM,3:00:39 AM,0:00:30,🚀 On Business,900601952633,✅ Manage tasks,,2. Gain traction,📌 Job Must,2.5. Manage tasks,🙂 👌 Work,Owner
W03,3:00:39 AM,3:07:25 AM,0:06:46,🚀 On Business,900601952633,👩🏻‍🎓 Attend webinar_Invelo,,6. Build the team,📌 Job Must,6.1. Self,😀 👍 Magic,Owner
W03,3:07:25 AM,3:10:50 AM,0:03:25,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,3:10:49 AM,3:17:33 AM,0:06:44,👩🏻‍💻 In Business,901301162602,🛟 Contact support_QBO,86a71dykj,7. Fulfill fin and legal obligations,📌 Job Must,7.5. Manage other things,🙂 👌 Work,Admin
W03,3:17:33 AM,3:20:06 AM,0:02:33,🚀 On Business,900601952633,✏️ Plan for things,86a27xgca,2. Gain traction,📌 Job Must,"2.1. Plan (Y, Q, M, W, D)",🙂 👌 Work,Owner
W03,3:20:06 AM,5:10:21 AM,1:50:15,👩🏻‍💻 In Business,901301162602,🛟 Contact support_QBO,86a71dykj,7. Fulfill fin and legal obligations,📌 Job Must,7.5. Manage other things,🙂 👌 Work,Admin
W03,5:10:21 AM,5:25:33 AM,0:15:12,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,5:25:33 AM,5:45:53 AM,0:20:20,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,5:45:59 AM,5:48:30 AM,0:02:31,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,5:48:30 AM,5:51:30 AM,0:03:00,🌈 Personal,901301650324,🚛 Move to a new house,86a5y1b0q,9.11. Quality of life,📌 Life Must,9.11.1. Manage stuff,,
W03,5:51:30 AM,5:52:20 AM,0:00:50,👩🏻‍💻 In Business,901301162602,👩🏻‍💻 Work w/ 4BBH,86a6470ph,6. Build the team,📌 Job Must,6.3. Wholesaler,🙂 👌 Work,Manager
W03,5:52:20 AM,6:08:20 AM,0:16:00,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,6:08:19 AM,6:11:01 AM,0:02:42,🌈 Personal,901301650324,📓 Write journal,,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,6:11:01 AM,7:10:23 AM,0:59:22,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,7:10:22 AM,7:11:18 AM,0:00:56,🌼 Survival Mode,901306296518,🪥 Brush teeth,86a64942j,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,7:11:18 AM,7:31:46 AM,0:20:28,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,7:31:46 AM,7:47:47 AM,0:16:01,🌈 Personal,901301650324,🪣 Soak feet,86a8cg0pc,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,7:47:53 AM,7:51:01 AM,0:03:08,🌈 Personal,901301650324,🧴 Take care of skin,86acv7k2k,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,7:51:01 AM,7:58:01 AM,0:07:00,🌼 Survival Mode,901306296518,🪥 Brush teeth,86a64942j,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,7:58:01 AM,8:03:23 AM,0:05:22,🌈 Personal,901301650324,📚 Read and learn,,9.02. Intellectual,📌 Life Must,9.02. Intellectual,,
W03,8:03:22 AM,8:04:06 AM,0:00:44,🌈 Personal,901301650324,🙆🏻‍♀️ Stretch,86a5mn2dg,9.01. Health & fitness,🌱 Routine,9.01.3. Exercise,,
W03,8:04:05 AM,8:08:43 AM,0:04:38,🌈 Personal,901301650324,🩺 Measure blood pressure,,,🌱 Routine,,,
W03,8:08:43 AM,8:24:11 AM,0:15:28,🌈 Personal,901301650324,🙆🏻‍♀️ Stretch,86a5mn2dg,9.01. Health & fitness,🌱 Routine,9.01.3. Exercise,,
W03,8:24:11 AM,8:25:42 AM,0:01:31,🚀 On Business,900601952633,✅ Manage tasks,,2. Gain traction,📌 Job Must,2.5. Manage tasks,🙂 👌 Work,Owner
W03,8:25:00 AM,9:00:00 AM,0:35:00,🌈 Personal,901301650324,🗣️ Talk to Matt,86a654xch,9.06. Love,🌱 Routine_Personal,9.06. Love,,
W03,9:00:00 AM,12:00:00 PM,3:00:00,🌼 Survival Mode,901306296518,🛏️ Sleep,86a647u0q,9.01. Health & fitness,🌱 Routine,9.01.1. Sleep well,,
W03,12:00:00 AM,5:59:00 AM,5:59:00,🌼 Survival Mode,901306296518,🛏️ Sleep,86a647u0q,9.01. Health & fitness,🌱 Routine,9.01.1. Sleep well,,
W03,6:00:15 AM,6:00:31 AM,0:00:16,🌼 Survival Mode,901306296518,💩 Poop,86a5mn4v6,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,6:00:40 AM,6:06:28 AM,0:05:48,🌈 Personal,901301650324,💆🏻‍♀️ Massage,86aec0tc9,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,6:06:38 AM,6:12:09 AM,0:05:31,🌼 Survival Mode,901306296518,👗 Put on clothes,86a64a6vp,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,6:12:15 AM,6:21:09 AM,0:08:54,🌼 Survival Mode,901306296518,💩 Poop,86a5mn4v6,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,6:21:16 AM,6:23:49 AM,0:02:33,🌼 Survival Mode,901306296518,👗 Put on clothes,86a64a6vp,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,6:23:58 AM,6:29:28 AM,0:05:30,🌼 Survival Mode,901306296518,🪣 Soak butt,86a9d32yr,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,6:29:36 AM,6:30:21 AM,0:00:45,🌈 Personal,901301650324,⚖️ Weigh myself,86a5q5pxt,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,6:30:28 AM,6:32:00 AM,0:01:32,🌼 Survival Mode,901306296518,👗 Put on clothes,86a64a6vp,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,6:32:06 AM,7:02:40 AM,0:30:34,🌈 Personal,901301650324,🏋🏻‍♀️ Work out,86a2heyde,9.01. Health & fitness,🌱 Routine,9.01.3. Exercise,,
W03,7:02:39 AM,7:08:44 AM,0:06:05,🌈 Personal,901301650324,👩🏻‍🍳 Serve meals,86aem1p9g,9.11. Quality of life,📌 Life Must,9.11.4. Do house chores,,
W03,7:08:44 AM,7:21:27 AM,0:12:43,🌼 Survival Mode,901306296518,🍔 Eat,86a5m77df,9.01. Health & fitness,🌱 Routine,9.01.2. Eat healthy food,,
W03,7:21:27 AM,7:34:16 AM,0:12:49,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,7:34:16 AM,8:18:17 AM,0:44:01,🌈 Personal,901301650324,👩🏻‍🏫 Teach dad English,86a2hav51,9.11. Quality of life,🌱 Routine,9.11.3. Clean up stuff,,
W03,8:18:17 AM,8:21:10 AM,0:02:53,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,8:21:10 AM,8:26:46 AM,0:05:36,🌼 Survival Mode,901306296518,🪥 Brush teeth,86a64942j,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,8:26:46 AM,8:37:10 AM,0:10:24,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,8:37:10 AM,8:45:29 AM,0:08:19,👩🏻‍💻 In Business,901301162602,🔨 Learn Invelo,86a2gg6b0,5. Build processes,📌 Life Must,5.2. Learn and troubleshoot softwares,🙂 👌 Work,Work
W03,8:45:29 AM,8:46:18 AM,0:00:49,🚀 On Business,900601952633,✏️ Plan for things,86a27xgca,2. Gain traction,📌 Job Must,"2.1. Plan (Y, Q, M, W, D)",🙂 👌 Work,Owner
W03,8:46:18 AM,8:47:41 AM,0:01:23,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,8:47:41 AM,8:52:04 AM,0:04:23,👩🏻‍💻 In Business,901301162602,📋 Import prospects to Invelo,86a45jucq,4. Do deals,📌 Job Must,4.1. Generate prospects,☹️ 👌 Obligation,Work
W03,8:52:04 AM,8:58:56 AM,0:06:52,👩🏻‍💻 In Business,901301162602,🕵🏻 Skip trace prospects,86a83c16d,4. Do deals,📌 Job Must,4.3. Market to prospects,🙂 👌 Work,Work
W03,8:58:55 AM,9:00:50 AM,0:01:55,👩🏻‍💻 In Business,901301162602,👩🏻‍💻 Work w/ VA,86a6fm2mm,6. Build the team,📌 Job Must,6.2. VA,🙂 👌 Work,Manager
W03,9:00:50 AM,9:01:50 AM,0:01:00,👩🏻‍💻 In Business,901301162602,💬 Send SMS,86a51g8r7,4. Do deals,📌 Job Must,4.3. Market to prospects,☹️ 👌 Obligation,Work
W03,9:01:50 AM,9:06:07 AM,0:04:17,🚀 On Business,900601952633,✅ Manage tasks,,2. Gain traction,📌 Job Must,2.5. Manage tasks,🙂 👌 Work,Owner
W03,9:06:07 AM,9:08:35 AM,0:02:28,👩🏻‍💻 In Business,901301162602,👩🏻‍💻 Work w/ VA,86a6fm2mm,6. Build the team,📌 Job Must,6.2. VA,🙂 👌 Work,Manager
W03,9:08:35 AM,9:15:25 AM,0:06:50,👩🏻‍💻 In Business,901301162602,💬 Send SMS,86a51g8r7,4. Do deals,📌 Job Must,4.3. Market to prospects,☹️ 👌 Obligation,Work
W03,9:15:23 AM,9:31:14 AM,0:15:51,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,9:31:14 AM,9:32:45 AM,0:01:31,🌈 Personal,901301650324,💯 Update daily KPIs,86a2hpd34,9.04. Character,🌱 Routine,9.04. Consistency,,
W03,9:32:44 AM,9:33:20 AM,0:00:36,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,9:33:20 AM,9:39:56 AM,0:06:36,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,9:39:56 AM,10:09:38 AM,0:29:42,👩🏻‍💻 In Business,901301162602,🖥 Zoom w/ Rashel,86adxp45d,6. Build the team,📌 Job Must,6.5. Vendor_Work,🙂 👌 Work,Manager
W03,10:09:38 AM,10:21:47 AM,0:12:09,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,10:21:47 AM,10:22:54 AM,0:01:07,🌈 Personal,901301650324,🆘 Help family and friends,86a5nekrz,9.08. Social,📌 Life Must,9.08.1. Help family and friends,,
W03,10:22:54 AM,10:31:41 AM,0:08:47,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,10:31:41 AM,10:38:42 AM,0:07:01,🌈 Personal,901301650324,🆘 Help family and friends,86a5nekrz,9.08. Social,📌 Life Must,9.08.1. Help family and friends,,
W03,10:38:42 AM,10:39:17 AM,0:00:35,🚀 On Business,900601952633,✅ Manage tasks,,2. Gain traction,📌 Job Must,2.5. Manage tasks,🙂 👌 Work,Owner
W03,10:39:17 AM,10:49:46 AM,0:10:29,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,10:49:46 AM,11:10:15 AM,0:20:29,🌈 Personal,901301650324,📚 Read and learn,,9.02. Intellectual,📌 Life Must,9.02. Intellectual,,
W03,11:10:15 AM,11:17:05 AM,0:06:50,🌼 Survival Mode,901306296518,🍔 Eat,86a5m77df,9.01. Health & fitness,🌱 Routine,9.01.2. Eat healthy food,,
W03,11:17:00 AM,11:25:00 AM,0:08:00,🌈 Personal,901301650324,🚛 Move to a new house,86a5y1b0q,9.11. Quality of life,📌 Life Must,9.11.1. Manage stuff,,
W03,11:26:41 AM,11:33:11 AM,0:06:30,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,11:33:11 AM,11:45:31 AM,0:12:20,🌼 Survival Mode,901306296518,🍔 Eat,86a5m77df,9.01. Health & fitness,🌱 Routine,9.01.2. Eat healthy food,,
W03,11:45:31 AM,11:50:29 AM,0:04:58,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,11:50:29 AM,11:58:23 AM,0:07:54,🌈 Personal,901301650324,👩🏻‍🔧 Work on the house/yard,86adxpw95,,📌 Life Must,,,
W03,11:58:23 AM,12:03:51 PM,0:05:28,🌈 Personal,901301650324,🧼 Do dishes,86a71bmpz,9.11. Quality of life,🌱 Routine,9.11.3. Clean up stuff,,
W03,12:03:51 PM,12:07:18 PM,0:03:27,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,12:07:00 PM,1:00:00 PM,0:53:00,🌼 Survival Mode,901306296518,💤 Nap,86a2gxhgk,9.01. Health & fitness,🌱 Routine,9.01.1. Sleep well,,
W03,1:00:12 AM,1:04:13 AM,0:04:01,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,1:04:12 AM,1:55:54 AM,0:51:42,🌼 Survival Mode,901306296518,🚶🏻‍♀️Walk,86a2h4h22,9.01. Health & fitness,🌱 Routine,9.01.3. Exercise,,
W03,1:55:00 AM,1:59:00 AM,0:04:00,🌈 Personal,901301650324,🛍️ Buy stuff,86a2ajf11,9.11. Quality of life,📌 Life Must,9.11.1. Manage stuff,,
W03,1:59:44 AM,2:33:51 AM,0:34:07,🌈 Personal,901301650324,🛍️ Buy stuff,86a2ajf11,9.11. Quality of life,📌 Life Must,9.11.1. Manage stuff,,
W03,2:33:51 AM,2:58:21 AM,0:24:30,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,2:58:21 AM,3:02:10 AM,0:03:49,🌈 Personal,901301650324,📞 Update cell bill,86a32a8y7,9.09. Financial,📌 Life Must,9.09.2. Manage bills,,
W03,3:02:10 AM,3:04:32 AM,0:02:22,🌈 Personal,901301650324,🛍️ Buy stuff,86a2ajf11,9.11. Quality of life,📌 Life Must,9.11.1. Manage stuff,,
W03,3:04:38 AM,3:18:20 AM,0:13:42,🌈 Personal,901301650324,🛍️ Buy stuff,86a2ajf11,9.11. Quality of life,📌 Life Must,9.11.1. Manage stuff,,
W03,3:18:20 AM,3:24:13 AM,0:05:53,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,3:24:12 AM,3:24:53 AM,0:00:41,🚀 On Business,900601952633,✏️ Plan for things,86a27xgca,2. Gain traction,📌 Job Must,"2.1. Plan (Y, Q, M, W, D)",🙂 👌 Work,Owner
W03,3:24:53 AM,3:59:55 AM,0:35:02,🚀 On Business,900601952633,🤖 Automate tasks,86a5h21yb,5. Build processes,📌 Job Must,5.7. Automate tasks,🙂 👌 Work,Owner
W03,3:59:55 AM,4:34:01 AM,0:34:06,👩🏻‍💻 In Business,901301162602,☎️ Follow up w/ leads,86a4r2ef2,4. Do deals,📌 Job Must,4.3. Market to prospects,🙂 👌 Work,Work
W03,4:34:01 AM,4:40:28 AM,0:06:27,🌈 Personal,901301650324,🛍️ Buy stuff,86a2ajf11,9.11. Quality of life,📌 Life Must,9.11.1. Manage stuff,,
W03,4:40:28 AM,5:17:41 AM,0:37:13,👩🏻‍💻 In Business,901301162602,☎️ Follow up w/ leads,86a4r2ef2,4. Do deals,📌 Job Must,4.3. Market to prospects,🙂 👌 Work,Work
W03,5:17:40 AM,5:30:54 AM,0:13:14,👩🏻‍💻 In Business,901301162602,👩🏻‍💻 Work w/ 4BBH,86a6470ph,6. Build the team,📌 Job Must,6.3. Wholesaler,🙂 👌 Work,Manager
W03,5:30:54 AM,5:39:08 AM,0:08:14,👩🏻‍💻 In Business,901301162602,👩🏻‍💻 Work w/ RX,86a742axt,6. Build the team,📌 Job Must,6.6. Investor,🙂 👌 Work,Work
W03,5:39:08 AM,5:41:13 AM,0:02:05,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,5:41:13 AM,5:50:09 AM,0:08:56,🌼 Survival Mode,901306296518,🍔 Eat,86a5m77df,9.01. Health & fitness,🌱 Routine,9.01.2. Eat healthy food,,
W03,5:50:09 AM,6:02:21 AM,0:12:12,🌈 Personal,901301650324,🧼 Do dishes,86a71bmpz,9.11. Quality of life,🌱 Routine,9.11.3. Clean up stuff,,
W03,6:02:21 AM,6:15:59 AM,0:13:38,🌈 Personal,901301650324,🗑️ Take out trash (And recycle bins on Wed),86a73jktf,9.11. Quality of life,🌱 Routine,9.11.4. Do house chores,,
W03,6:15:59 AM,6:22:18 AM,0:06:19,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,6:22:17 AM,6:26:28 AM,0:04:11,👩🏻‍💻 In Business,901301162602,👩🏻‍💻 Work w/ RX,86a742axt,6. Build the team,📌 Job Must,6.6. Investor,🙂 👌 Work,Work
W03,6:26:28 AM,6:36:00 AM,0:09:32,🌈 Personal,901301650324,🛍️ Buy stuff,86a2ajf11,9.11. Quality of life,📌 Life Must,9.11.1. Manage stuff,,
W03,6:36:00 AM,6:42:28 AM,0:06:28,🌈 Personal,901301650324,🛒 Do grocery shopping online,86a66mfrh,9.11. Quality of life,📌 Life Must,9.11.4. Do house chores,,
W03,6:42:28 AM,6:45:08 AM,0:02:40,🌈 Personal,901301650324,📚 Read and learn,,9.02. Intellectual,📌 Life Must,9.02. Intellectual,,
W03,6:45:08 AM,6:45:13 AM,0:00:05,🌈 Personal,901301650324,🛍️ Buy stuff,86a2ajf11,9.11. Quality of life,📌 Life Must,9.11.1. Manage stuff,,
W03,6:45:13 AM,6:47:41 AM,0:02:28,🌈 Personal,901301650324,🏖️ Take a break,86a9tae9b,9.01. Health & fitness,🌱 Routine_Personal,9.01.4. Have a regular routine,,
W03,6:47:41 AM,6:50:09 AM,0:02:28,🌈 Personal,901301650324,🛍️ Buy stuff,86a2ajf11,9.11. Quality of life,📌 Life Must,9.11.1. Manage stuff,,
W03,6:50:09 AM,6:57:07 AM,0:06:58,🌈 Personal,901301650324,🙆🏻‍♀️ Stretch,86a5mn2dg,9.01. Health & fitness,🌱 Routine,9.01.3. Exercise,,
W03,6:57:07 AM,7:03:11 AM,0:06:04,🌈 Personal,901301650324,🛍️ Buy stuff,86a2ajf11,9.11. Quality of life,📌 Life Must,9.11.1. Manage stuff,,
W03,7:03:11 AM,7:20:26 AM,0:17:15,🌼 Survival Mode,901306296518,🚿 Shower,86a2hacmc,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,7:20:26 AM,7:40:49 AM,0:20:23,🌈 Personal,901301650324,🪣 Soak feet,86a8cg0pc,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,7:40:49 AM,8:10:11 AM,0:29:22,🌈 Personal,901301650324,💆🏻‍♀️ Massage,86aec0tc9,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,8:10:11 AM,8:20:39 AM,0:10:28,🌈 Personal,901301650324,🧼 Do dishes,86a71bmpz,9.11. Quality of life,🌱 Routine,9.11.3. Clean up stuff,,
W03,8:21:03 AM,8:26:03 AM,0:05:00,🌈 Personal,901301650324,🩺 Measure blood pressure,,,🌱 Routine,,,
W03,8:26:15 AM,8:36:16 AM,0:10:01,🌼 Survival Mode,901306296518,🪥 Brush teeth,86a64942j,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
W03,8:36:20 AM,8:51:55 AM,0:15:35,🌈 Personal,901301650324,🗣️ Talk to Matt,86a654xch,9.06. Love,🌱 Routine_Personal,9.06. Love,,
W03,8:54:00 AM,11:59:00 AM,3:05:00,🌼 Survival Mode,901306296518,🛏️ Sleep,86a647u0q,9.01. Health & fitness,🌱 Routine,9.01.1. Sleep well,,
W03,12:00:00 AM,6:03:00 AM,6:03:00,🌼 Survival Mode,901306296518,🛏️ Sleep,86a647u0q,9.01. Health & fitness,🌱 Routine,9.01.1. Sleep well,,
W03,6:03:38 AM,6:09:21 AM,0:05:43,🌈 Personal,901301650324,💆🏻‍♀️ Massage,86aec0tc9,9.01. Health & fitness,🌱 Routine,9.01.4. Have a regular routine,,
